userId,rec_1,rec_2,rec_3,rec_4,rec_5
6315091808248158885,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.,Java 8 Streams - A Deeper Approach About Performance Improvement,GPU Acceleration in Databricks,Spark fragmentation undermines community
4448931013501667169,"Clientes poderão abrir e fechar conta corrente pela internet, estabelece CMN",Você poderá abrir ou fechar uma conta corrente pela internet | Tecnoblog,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo
9037410398700100618,Deep Learning Demystified,A Beginner's Guide To Understanding Convolutional Neural Networks,"Hexagonal != Layers

",The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,rasbt/python-machine-learning-book
1538315580625707373,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"Celular se torna principal meio de acesso à internet nos lares, diz IBGE",A saga do jovem CEO da Dasa,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Por que o Walmart não é Walmart no Brasil
782843067739729113,[Books] Biblioteca FIXE: Sugestões de Leitura,Cinco competências comportamentais para você ser um bom líder,O que é liderança? Liderança é fazer a diversidade funcionar.,Dicas para aumentar produtividade: 14 dicas incríveis.,O tênue equilíbrio da equipe que desenha produtos digitais
-4207306127013767407,How Mobile Health Apps and Wearables Could Actually Make People Sicker,Half Your Brain Stands Guard When Sleeping In A New Place,Voice Search Could Become Mainstream Within the Next 5 Years,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,"Millennials Don't Care About Owning Cars, And Car Makers Can't Figure Out Why"
-3607418154433191576,Meio&Mensagem,"O ponto de virada dos bancos vai demitir milhões e está próximo, diz Citi",Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Mobile banking conquista o coração dos brasileiros
-852576272315727317,Banks' Privacy Concerns Shaping Blockchain Vendors' Strategies,Confused by blockchains? Revolution vs Evolution,4 Blockchain Macro Trends: Where to Place Your Bets,Microsoft Strikes Partnership With Banks on Blockchain Tech,Banks find blockchain hard to put into practice - FT.com
5885230890202679862,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,It's The Future,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,How Kubernetes takes container workload portability to the next level,Kubernetes 1.3 on tap for Google Container Engine
-9099478998637725255,Dries Buytaert,Assessing Salesforce's platform and ecosystem | ZDNet,Salesforce Einstein delivers artificial intelligence across the Salesforce platform,Build Apps Faster with Salesforce - Webinar,Salesforce adds some artificial intelligence to customer service products
3648848852703752699,The Top 10 Most Common Mistakes That Node.js Developers Make,How it feels to learn Javascript in 2016,Promises | Web Fundamentals - Google Developers,Java 8 Best Practices Cheat Sheet,What to look for in a code review 
6557658036958641588,[Books] Biblioteca FIXE: Sugestões de Leitura,São Paulo recebe maior evento nacional voltado à educação e discute tecnologia no setor - Startupi,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",A saga do jovem CEO da Dasa
-2373656804845892625,Inbox by Gmail ganha formatação de texto | Google Discovery,Google lança experimentos com inteligência artificial | Google Discovery,App do YouTube ganha sistema de bate-papo privado | Google Discovery,Login sem senha no Android deve chegar até o final de 2016 | Google Discovery,Android irá recomendar aplicativos baseado na localização | Google Discovery
-8802075878443651241,What's the Best Cloud? Probably GCP,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),Spark comparison: AWS vs. GCP,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%)
1811781596621121379,Dries Buytaert,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The Risks and Rewards of Fully Decoupling Drupal | Acquia,Choosing Modules and Themes for Drupal 8,Drupal and ambitious digital experiences
2320740534295635804,Quick Tip: Working with the JavaScript Battery API,This Battery-Free Computer Sucks Power Out Of Thin Air,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale,Why a ceramic iPhone 8 might be be the ultimate iPhone | Cult of Mac,Return of incandescent light bulbs as MIT makes them more efficient than LEDs
2402294896098905529,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Building a high-throughput data science machine,"The ""Joel Test"" for Data Science",Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,Introducing the Data Science Maturity Model
-8738496712327699923,The Progress of Web Apps - On the Edge,The Business Case for Progressive Web Apps,Platform Overview,Infrequently Noted,The web is Doom - mobiForge
-5564766963021310897,Docker inside docker and overview about Jenkins 2,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Production Ready Jenkins 2.0 in Two Steps with Docker,Continuous Integration for Mobile Apps,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com
9001399366994458639,Drupal 8.1.0 is now available,14 Cool Drupal 8 modules for site builders | August 2016,Choosing Modules and Themes for Drupal 8,Dries Buytaert,The Risks and Rewards of Fully Decoupling Drupal | Acquia
-4133735994159009937,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Nova campanha da Avon tem drag queen como estrela,Cinco dicas de executivos de sucesso para se dar bem na vida e no trabalho,Dicas para aumentar produtividade: 14 dicas incríveis.,Como a Netflix influencia o que você vai assistir através de imagens
-3381527457560577265,Testes unitários vs aceitação - Android Dev BR,Vídeos de testes unitários em sistemas embarcados - Embarcados,Custo do Erro - Cinco motivos para investir em automação de testes,3 noções básicas essenciais para a criação de uma suíte de automação para aplicativos web,Quando o Scrum irá falhar - Tableless
-8854674432071487111,Dries Buytaert,Drupal 8.1.0 is now available,Dries Buytaert: Advancing Drupal's web services,The Risks and Rewards of Fully Decoupling Drupal | Acquia,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
-7794435188288730149,Vídeos motivacionais: os 21 vídeos mais incríveis.,Dicas para aumentar produtividade: 14 dicas incríveis.,Quando o Scrum irá falhar - Tableless,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-712118237016184478,Decentralizing IoT networks through blockchain,Forget the Cloud - 'The Fog' Is the Next Big Thing | Fox Business,The Internet of Things,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,Popular Internet of Things Forecast of 50 Billion Devices by 2020 Is Outdated
-6568916788996709634,This Tiny Robot Lets You Play God With Huge AI,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Qualcomm Snapdragon 820 Deep Learning SDK Nudges Local Neural Nets Closer To Mainstream,Qualcomm's deep learning SDK will mean more AI on your smartphone,Google's Firebase Team Picks Up Twitter's Fabric
-228253716855709880,Novo Honda Civic é eleito o carro mais seguro dos EUA,The Business Case for Continuous Delivery | Continuous Delivery | Atlassian,Crianças esquecidas no carro: quando nem a tecnologia pode ajudar | Tecnoblog,Starbucks tem mais dinheiro do cliente em cartões do que bancos,Citroën lança e-commerce de carros
-1582429643672455615,Advancing enterprise database workloads on Google Cloud Platform,Google Cloud Platform: The smart person's guide - TechRepublic,Building immutable entities into Google Cloud Datastore,"Google Cloud Machine Learning family grows with new API, editions and pricing",Now playing: New ISO security and privacy certifications for Google Cloud Platform
-9207251133131336884,"SINAIS do FUTURO imediato: #1, internet das coisas",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Dicas para aumentar produtividade: 14 dicas incríveis.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos
-4827592624810944078,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Lições de empreendedorismo com a série The 100,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,"SINAIS do FUTURO imediato: #1, internet das coisas"
-8632760515877149847,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Vídeos motivacionais: os 21 vídeos mais incríveis.,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
5784739374876308856,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,Bots won't replace apps. Better apps will replace apps.,Cloud Identity and Access Management - Google IAM,The End Of Apps As We Know Them - Inside Intercom,Up your app's sharing game with DirectShare - Google Developers
-3978390417378743562,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Vídeos motivacionais: os 21 vídeos mais incríveis.,O que é benchmarking? Veja quando um concorrente se torna inspiração!
3631158903888752348,Drupal 8.1.0 is now available,Drupal and ambitious digital experiences,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The Risks and Rewards of Fully Decoupling Drupal | Acquia,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption"
-3089736231378741206,"Google I/O 2016 Preview: Machine Learning, Virtual Reality And Android N - ARC","Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",8 things to expect from Google's biggest event of the year,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?
1438835971184308490,Vídeos motivacionais: os 21 vídeos mais incríveis.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,O que é benchmarking? Veja quando um concorrente se torna inspiração!,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte
6041815097649587443,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,Vídeos motivacionais: os 21 vídeos mais incríveis.,O que é benchmarking? Veja quando um concorrente se torna inspiração!
2245571896327774249,Add images to questions and answers in Google Forms,Stay focused with Google Calendar event notifications in your browser,Introducing Casting into Hangouts,New settings for 2-Step Verification,"Opening Google Docs, Sheets, and Slides files on mobile now easier when you're offline"
-1678759546322702318,China will have the world's first driverless-cars-only city: Baidu CEO,Smartwatch sales are tanking,"The new, scary face of auto insurance",The omnichannel customer experience is poised to take off in regulated industries,Self-Driving Cars and Insurance
-6147128788680571885,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",Drupal and ambitious digital experiences,Dries Distributions remain a growing opportunity for Drupal - Buytaert,The investment case for employing a Drupal core contributor - Dries Buytaert,Dries Buytaert
9210530975708218054,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,Blockchain startup R3 cuts fund-raising target to $150 million: source,The Drive to Bank on Digital,Itaú é pioneiro do blockchain,Microsoft Strikes Partnership With Banks on Blockchain Tech
8556982196776583357,Welcome Google Cloud Platform!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,World's Fastest Growing Open Source Platform Pushes Out New Release,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,The Top 10 Most Common Mistakes That Node.js Developers Make
4913740877702283721,Sesi oferece curso de LIBRAS com certificação de 40 horas,Quando o Scrum irá falhar - Tableless,TI Bimodal? Receita para o desastre...,[Books] Biblioteca FIXE: Sugestões de Leitura,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados
9148269800512008413,Docker Swarm,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,Your Docker Agenda for April,Docker Engine 1.11 with runC: Announcing the general availability of the industry's first OCI-compliant runtime,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine
-5267933492417667631,Welcome Google Cloud Platform!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,World's Fastest Growing Open Source Platform Pushes Out New Release,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,The Top 10 Most Common Mistakes That Node.js Developers Make
1378281876431540451,Welcome Google Cloud Platform!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,World's Fastest Growing Open Source Platform Pushes Out New Release,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,The Top 10 Most Common Mistakes That Node.js Developers Make
-8483977803231124788,Welcome Google Cloud Platform!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,World's Fastest Growing Open Source Platform Pushes Out New Release,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,The Top 10 Most Common Mistakes That Node.js Developers Make
9008788011897883731,Welcome Google Cloud Platform!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,World's Fastest Growing Open Source Platform Pushes Out New Release,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,The Top 10 Most Common Mistakes That Node.js Developers Make
-4755053149333666310,WeChat's world,Google's artificial intelligence is going in the wrong direction,Conversational Banking; from branches to bots. - Chatbots Magazine,Bots won't replace apps. Better apps will replace apps.,How do you sell SaaS software to enterprise businesses?
6080593856412409547,WeChat's world,Google's artificial intelligence is going in the wrong direction,Conversational Banking; from branches to bots. - Chatbots Magazine,Bots won't replace apps. Better apps will replace apps.,How do you sell SaaS software to enterprise businesses?
-7710611945490357590,WeChat's world,Google's artificial intelligence is going in the wrong direction,Conversational Banking; from branches to bots. - Chatbots Magazine,Bots won't replace apps. Better apps will replace apps.,How do you sell SaaS software to enterprise businesses?
-7571302107141581195,WeChat's world,Google's artificial intelligence is going in the wrong direction,Conversational Banking; from branches to bots. - Chatbots Magazine,Bots won't replace apps. Better apps will replace apps.,How do you sell SaaS software to enterprise businesses?
-6085280990332832124,WeChat's world,Google's artificial intelligence is going in the wrong direction,Conversational Banking; from branches to bots. - Chatbots Magazine,Bots won't replace apps. Better apps will replace apps.,How do you sell SaaS software to enterprise businesses?
-2186033964866370752,A study on scale: WhatsApp & Google Drive... the story of our integration,WhatsApp just released desktop apps for Mac and Windows,WhatsApp começa a criptografar mensagens | Tecnoblog,Google's Hangouts still has a future: as an enterprise communication app,Land Rover's lead engineer explains autonomous off-road driving
267292780203427074,One weird trick that will change the way you code forever: JavaScript TDD,What to look for in a code review ,Effective learning through code workshops | Box Blog,The Importance of Code Reviews,Writing good code: how to reduce the cognitive load of your code
-647801535221797956,Crianças esquecidas no carro: quando nem a tecnologia pode ajudar | Tecnoblog,"SINAIS do FUTURO imediato: #1, internet das coisas",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O que é benchmarking? Veja quando um concorrente se torna inspiração!
-4951114616026800382,"SINAIS do FUTURO imediato: #1, internet das coisas",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Testes unitários vs aceitação - Android Dev BR,Quando o Scrum irá falhar - Tableless,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-8130584461861751846,Empresa desenvolve primeira variedade de cana geneticamente modificada,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,"Agronegócio entra na era da agricultura digital | Economia, Notícias | Tribuna PR - Paraná Online",Simples assim,Dicas para aumentar produtividade: 14 dicas incríveis.
-4931425677766995812,Sesi oferece curso de LIBRAS com certificação de 40 horas,Docker e .Net,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas",Vídeos motivacionais: os 21 vídeos mais incríveis.
3325441127164563948,Testes unitários vs aceitação - Android Dev BR,Vídeos de testes unitários em sistemas embarcados - Embarcados,Custo do Erro - Cinco motivos para investir em automação de testes,3 noções básicas essenciais para a criação de uma suíte de automação para aplicativos web,Quando o Scrum irá falhar - Tableless
-8406450552010054661,Sesi oferece curso de LIBRAS com certificação de 40 horas,Docker e .Net,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas",Vídeos motivacionais: os 21 vídeos mais incríveis.
2783631344380511767,Testes unitários vs aceitação - Android Dev BR,Vídeos de testes unitários em sistemas embarcados - Embarcados,Custo do Erro - Cinco motivos para investir em automação de testes,3 noções básicas essenciais para a criação de uma suíte de automação para aplicativos web,Quando o Scrum irá falhar - Tableless
1374824663945909617,Arquitetura de Microserviços habilitando APIs - Sensedia,Uma arquitetura de referência para a Internet das Coisas - Parte 1,"SINAIS do FUTURO imediato: #1, internet das coisas",[Books] Biblioteca FIXE: Sugestões de Leitura,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-8246472165248286476,From fine wine to lotteries: Blockchain tech takes off - BBC News,How SaaS is bringing B2B marketplaces back,What Bazaars Can Teach Us About Digital Marketplaces,Are you a bitcoin denialist? - Chris Skinner's blog,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform
-2785363955043455312,The Java 8 API Design Principles,Java 8 Streams - A Deeper Approach About Performance Improvement,Exploring Java's Hidden Costs,The hardest thing in computer science,Don't document your code. Code your documentation.
-6284920522659750073,"Agile is Dead, Long Live Continuous Delivery - Gradle",Embracing Agile,An operating model for company-wide agile development,12 Agile principles,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi
558547722271625548,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,Vídeos motivacionais: os 21 vídeos mais incríveis.,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-2540706438239183757,Ahead of the curve: The future of performance management,Five priorities for competing in an era of digital globalization,How to Create a Unified Culture in a Company With Multiple Offices,Building organizational capabilities: McKinsey Global Survey results,Changing change management
7193191844620858589,An MIT Algorithm Predicts the Future by Watching TV,Artificial intelligence produces realistic sounds that fool humans,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Google researchers teach AIs to see the important parts of images - and tell you about them
-3765908696018622270,Choosing Modules and Themes for Drupal 8,Drupal 8.1.0 is now available,Dries Buytaert,14 Cool Drupal 8 modules for site builders | August 2016,The Risks and Rewards of Fully Decoupling Drupal | Acquia
2763854919017259307,Boogie Nights (1997),The Hateful Eight (2015),Mulholland Drive (2001),Sympathy for Lady Vengeance (2005),The Fountain (2006)
-2708048174260028189,Sesi oferece curso de LIBRAS com certificação de 40 horas,Quando o Scrum irá falhar - Tableless,TI Bimodal? Receita para o desastre...,[Books] Biblioteca FIXE: Sugestões de Leitura,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados
-6380346921134804505,Vision API - Image Content Analysis,"How to build a robot that ""sees"" with $100 and TensorFlow",Why image recognition is about to transform business,"Google Cloud Machine Learning family grows with new API, editions and pricing",
-5474198417649529244,Docker inside docker and overview about Jenkins 2,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Production Ready Jenkins 2.0 in Two Steps with Docker,Continuous Integration for Mobile Apps,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com
5694738036322440952,Enemy (2013),Boogie Nights (1997),Melancholia (2011),Mulholland Drive (2001),Hidden (Caché) (2005)
520352373907677790,Dries Buytaert,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The Risks and Rewards of Fully Decoupling Drupal | Acquia,Choosing Modules and Themes for Drupal 8,Drupal and ambitious digital experiences
-5374802517306837266,DBA BRASIL no INTEROPMIX 2016,"Webinário gratuito ""Como analisar um AWR Report""",Vídeos motivacionais: os 21 vídeos mais incríveis.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte
-8784674845716296727,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,A reunião secreta em que Wall Street testou dinheiro digital | EXAME.com,O Brasil das fintechs: conheça startups nacionais que podem fazer você sair dos bancos
3138250281946918035,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",O machismo também mora nos detalhes - Think Olga,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-8121520783058973108,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",O machismo também mora nos detalhes - Think Olga,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-3376883282774348616,Entenda o seguro de transportes,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o...",3M e o perfil intraempreendedor | Endeavor Brasil,Situação financeira ruim de varejistas pressiona shoppings e eleva renegociações - Home - iG,"SulAmérica continua investindo, apesar da crise - Sonho Seguro"
-4733247784100640601,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",How Kubernetes takes container workload portability to the next level,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic
-8859417914913317336,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Announcing .NET Core 1.0,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Quando o Scrum irá falhar - Tableless
3276989273780561693,Seguro de Pessoas,Previdência Complementar,Dicionário de Segurês,O tênue equilíbrio da equipe que desenha produtos digitais,Neoliberalismo a ideologia na raiz de todos os nossos problemas
-5150600065224095351,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,The Ultimate Guide to SEO Reporting: Starting with the Basics,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),This 8-Page Website Generated Six-Figures in its First 8 Months - gaps
-8051903121006324833,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,Blockchain startup R3 cuts fund-raising target to $150 million: source,The Drive to Bank on Digital,Itaú é pioneiro do blockchain,Microsoft Strikes Partnership With Banks on Blockchain Tech
6590718530693270591,Vídeos motivacionais: os 21 vídeos mais incríveis.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,O que é benchmarking? Veja quando um concorrente se torna inspiração!,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte
-2073149571359041612,Sesi oferece curso de LIBRAS com certificação de 40 horas,Docker e .Net,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas",Vídeos motivacionais: os 21 vídeos mais incríveis.
8151880861754859656,Vídeos motivacionais: os 21 vídeos mais incríveis.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,O que é benchmarking? Veja quando um concorrente se torna inspiração!,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte
6488977616201798805,Sesi oferece curso de LIBRAS com certificação de 40 horas,Docker e .Net,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas",Vídeos motivacionais: os 21 vídeos mais incríveis.
-178581347562798200,Adobe CQ/Adobe AEM,Python Is Not Java (dirtSimple.org),Workspace Filter,19 Tips For Everyday Git Use,"Remote code execution, git, and OS X"
-4952379459094765124,C/C++ extension for Visual Studio Code,Support Ended for Eclipse Android Developer Tools,Visual Studio Code Now Supports Debugging of iOS Web Apps,Novidades do Android Studio 2.2,Android Studio 2.2
-1113322110177216831,The Rise And Growth of Ethereum Gets Mainstream Coverage,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",Ethereum and Bitcoin Are Market Leaders But Not Competitors,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk,Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News
3035603429390266976,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,"STEMTera, uma protoboard com Arduino Uno embutido",Confira as novidades apresentadas no Google I/O 2016,"Fresco, sim! - Android Dev BR"
5164416394753557974,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,"STEMTera, uma protoboard com Arduino Uno embutido",Confira as novidades apresentadas no Google I/O 2016,"Fresco, sim! - Android Dev BR"
2446947580409722972,Vídeos motivacionais: os 21 vídeos mais incríveis.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,O que é benchmarking? Veja quando um concorrente se torna inspiração!,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte
-2644571257397324782,Sesi oferece curso de LIBRAS com certificação de 40 horas,Docker e .Net,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas",Vídeos motivacionais: os 21 vídeos mais incríveis.
4971787747747052991,Blockchain: o que é e como funciona,Que novas oportunidades poderemos criar com Blockchain? - CIO,Grupo de bancos adere à tecnologia do bitcoin em transações,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo
8309925290570993196,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/","Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",Olhando para o futuro: 5 pontos de atenção,Estratégia da Nestlé | Endeavor Brasil,A estratégia de vendas da Amazon
-2375109818259049493,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/","Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",Olhando para o futuro: 5 pontos de atenção,Estratégia da Nestlé | Endeavor Brasil,A estratégia de vendas da Amazon
-1387205416699933583,Welcome Google Cloud Platform!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,World's Fastest Growing Open Source Platform Pushes Out New Release,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,The Top 10 Most Common Mistakes That Node.js Developers Make
5853826697811091550,Welcome Google Cloud Platform!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,World's Fastest Growing Open Source Platform Pushes Out New Release,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,The Top 10 Most Common Mistakes That Node.js Developers Make
-7371331529308244882,Design Kit: Prototyping,Why 5 is the magic number for UX usability testing,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,How to overcome UX challenges with product design sprints,Time to Re-Think Design Thinking
5469217996124449648,15 Awesome Sublime Text Plugins For Web Development,Setting up Drupal Code Sniffer,A tougher Turing Test shows that computers still have virtually no common sense,Android Mobile Vision restores operation and adds Text API | Android Developers Blog,Aligning text smartly in CSS
-1600250516072500874,Bots won't replace apps. Better apps will replace apps.,How to send better push notifications - the complete guide to push notifications - Growth Bug - App World,How Google's AI paved the way for the next generation of bots,Failing model: Plastic Card + App and Card + Wallet Players?,Designing smart notifications
